essay_id,nb_of_tokens,mean_char_p_words,diff_words,optimal_sentences,nb_of_spell_errors,spell_errors_p_token,flesch_score,cos_dist,style_errors,grammar_errors,grammar_errors_p_token,discourse_markers,discourse_markers_p_sentence,nb_first_person_pronouns,nb_first_person_pronouns_p_sentence,nb_demonstrative_pronouns,nb_demonstrative_pronouns_p_token
43.0,140.0,4.457142857142857,80.0,4.0,2.0,0.014285714285714285,70.23,0.6673923770631314,1.0,9.0,0.06428571428571428,8.0,1.0,0.0,0.0,0.0,0.0
44.0,304.0,4.184210526315789,110.0,7.0,3.0,0.009868421052631578,85.49,0.7350201794697017,1.0,34.0,0.1118421052631579,17.0,0.6071428571428571,9.0,0.32142857142857145,2.0,0.006578947368421052
45.0,317.0,4.214511041009464,145.0,7.0,5.0,0.015772870662460567,80.41,0.7794476840832093,0.0,32.0,0.10094637223974763,34.0,1.7,8.0,0.4,0.0,0.0
46.0,296.0,4.35472972972973,101.0,5.0,3.0,0.010135135135135136,60.69,0.7454694502650502,0.0,20.0,0.06756756756756757,11.0,1.0,18.0,1.6363636363636365,2.0,0.006756756756756757
47.0,298.0,4.298657718120805,157.0,8.0,4.0,0.013422818791946308,79.19,0.6909229455468944,0.0,37.0,0.12416107382550336,31.0,1.7222222222222223,6.0,0.3333333333333333,2.0,0.006711409395973154
48.0,541.0,4.10720887245841,210.0,10.0,1.0,0.0018484288354898336,79.6,0.6218797622724632,0.0,36.0,0.066543438077634,28.0,0.8484848484848485,2.0,0.06060606060606061,2.0,0.0036968576709796672
49.0,313.0,4.63258785942492,136.0,6.0,3.0,0.009584664536741214,76.52,0.5345087506497501,0.0,32.0,0.10223642172523961,15.0,0.5555555555555556,5.0,0.18518518518518517,4.0,0.012779552715654952
50.0,83.0,4.650602409638554,60.0,0.0,3.0,0.03614457831325301,67.28,0.7510844770118748,0.0,13.0,0.1566265060240964,8.0,2.0,1.0,0.25,1.0,0.012048192771084338
51.0,561.0,3.878787878787879,193.0,1.0,4.0,0.0071301247771836,60.45,0.6520538768592512,0.0,34.0,0.06060606060606061,39.0,3.25,5.0,0.4166666666666667,2.0,0.0035650623885918
52.0,229.0,4.580786026200873,131.0,3.0,8.0,0.034934497816593885,72.05,0.6473920241433251,0.0,30.0,0.13100436681222707,12.0,0.8,8.0,0.5333333333333333,8.0,0.034934497816593885
53.0,407.0,4.2137592137592135,177.0,8.0,6.0,0.014742014742014743,80.72,0.5998730290280346,0.0,45.0,0.11056511056511056,39.0,1.4444444444444444,16.0,0.5925925925925926,7.0,0.0171990171990172
54.0,403.0,4.456575682382134,202.0,6.0,9.0,0.022332506203473945,75.1,0.6882640186302318,2.0,53.0,0.1315136476426799,30.0,1.0,21.0,0.7,6.0,0.01488833746898263
55.0,237.0,4.6455696202531644,101.0,1.0,2.0,0.008438818565400843,68.3,0.830909806773855,0.0,18.0,0.0759493670886076,36.0,3.272727272727273,0.0,0.0,2.0,0.008438818565400843
56.0,454.0,5.185022026431718,237.0,9.0,8.0,0.01762114537444934,41.4,0.5794072267028558,0.0,29.0,0.06387665198237885,14.0,0.6363636363636364,5.0,0.22727272727272727,6.0,0.013215859030837005
57.0,286.0,4.839160839160839,148.0,4.0,4.0,0.013986013986013986,67.04,0.6664389339517457,0.0,31.0,0.10839160839160839,14.0,0.6086956521739131,0.0,0.0,6.0,0.02097902097902098
58.0,193.0,4.383419689119171,107.0,5.0,3.0,0.015544041450777202,73.88,0.5558233503822698,1.0,26.0,0.13471502590673576,12.0,0.8571428571428571,10.0,0.7142857142857143,1.0,0.0051813471502590676
59.0,424.0,4.625,190.0,5.0,5.0,0.01179245283018868,68.81,0.5087503338975183,0.0,42.0,0.09905660377358491,35.0,1.5909090909090908,9.0,0.4090909090909091,8.0,0.018867924528301886
60.0,66.0,4.96969696969697,46.0,1.0,0.0,0.0,60.01,0.6350209256014605,0.0,8.0,0.12121212121212122,1.0,0.16666666666666666,2.0,0.3333333333333333,0.0,0.0
61.0,303.0,4.448844884488449,139.0,4.0,5.0,0.0165016501650165,75.0,0.5876759917139476,0.0,27.0,0.0891089108910891,11.0,0.4782608695652174,5.0,0.21739130434782608,3.0,0.009900990099009901
62.0,267.0,4.385767790262173,123.0,1.0,3.0,0.011235955056179775,76.15,0.6412394999955393,0.0,31.0,0.11610486891385768,19.0,1.3571428571428572,11.0,0.7857142857142857,3.0,0.011235955056179775
63.0,279.0,4.508960573476703,118.0,6.0,1.0,0.0035842293906810036,71.04,0.6584887817671827,0.0,19.0,0.06810035842293907,15.0,0.8823529411764706,4.0,0.23529411764705882,4.0,0.014336917562724014
64.0,209.0,4.172248803827751,94.0,2.0,2.0,0.009569377990430622,68.06,0.7224241806251841,0.0,23.0,0.11004784688995216,12.0,2.0,14.0,2.3333333333333335,6.0,0.028708133971291867
65.0,423.0,4.359338061465721,169.0,11.0,7.0,0.016548463356973995,78.89,0.6304814886382965,0.0,38.0,0.08983451536643026,30.0,1.25,0.0,0.0,2.0,0.004728132387706856
66.0,366.0,4.631147540983607,181.0,9.0,5.0,0.01366120218579235,73.27,0.6051937196550883,0.0,39.0,0.10655737704918032,18.0,0.72,6.0,0.24,7.0,0.01912568306010929
67.0,279.0,4.60573476702509,127.0,5.0,5.0,0.017921146953405017,73.47,0.7091562233662607,0.0,33.0,0.11827956989247312,21.0,1.05,7.0,0.35,1.0,0.0035842293906810036
68.0,393.0,4.478371501272265,193.0,6.0,3.0,0.007633587786259542,76.52,0.5975563054603472,0.0,42.0,0.10687022900763359,34.0,1.0303030303030303,5.0,0.15151515151515152,6.0,0.015267175572519083
69.0,235.0,4.131914893617021,126.0,5.0,1.0,0.00425531914893617,83.25,0.6429056424074393,0.0,24.0,0.10212765957446808,19.0,1.0555555555555556,7.0,0.3888888888888889,3.0,0.01276595744680851
70.0,412.0,4.895631067961165,202.0,8.0,3.0,0.007281553398058253,56.05,0.6769003273510008,0.0,40.0,0.0970873786407767,21.0,0.75,14.0,0.5,6.0,0.014563106796116505
71.0,426.0,4.438967136150235,179.0,5.0,5.0,0.011737089201877934,75.44,0.5047707678975216,0.0,43.0,0.10093896713615023,21.0,1.0,7.0,0.3333333333333333,3.0,0.007042253521126761
72.0,521.0,4.998080614203455,223.0,10.0,8.0,0.015355086372360844,49.96,0.5794420582695723,0.0,42.0,0.08061420345489444,23.0,0.92,3.0,0.12,8.0,0.015355086372360844
73.0,388.0,4.38659793814433,179.0,7.0,6.0,0.015463917525773196,69.41,0.7202085518162673,0.0,34.0,0.08762886597938144,17.0,0.8095238095238095,0.0,0.0,2.0,0.005154639175257732
74.0,296.0,4.364864864864865,126.0,6.0,3.0,0.010135135135135136,85.89,0.6255293424200454,0.0,36.0,0.12162162162162163,21.0,0.7241379310344828,10.0,0.3448275862068966,3.0,0.010135135135135136
75.0,339.0,4.870206489675517,174.0,9.0,4.0,0.011799410029498525,63.09,0.649714692297273,0.0,28.0,0.08259587020648967,18.0,0.8571428571428571,2.0,0.09523809523809523,4.0,0.011799410029498525
76.0,294.0,4.7687074829931975,135.0,5.0,3.0,0.01020408163265306,63.8,0.6384112184172299,0.0,27.0,0.09183673469387756,12.0,0.631578947368421,13.0,0.6842105263157895,2.0,0.006802721088435374
77.0,522.0,4.597701149425287,216.0,9.0,4.0,0.007662835249042145,76.82,0.6127613039739253,0.0,63.0,0.1206896551724138,38.0,0.8085106382978723,20.0,0.425531914893617,5.0,0.009578544061302681
78.0,412.0,4.478155339805825,152.0,6.0,6.0,0.014563106796116505,74.49,0.7098566363946853,0.0,69.0,0.16747572815533981,27.0,0.8181818181818182,1.0,0.030303030303030304,4.0,0.009708737864077669
79.0,371.0,4.277628032345014,152.0,4.0,1.0,0.0026954177897574125,75.34,0.5442959271667246,0.0,31.0,0.08355795148247978,32.0,1.7777777777777777,13.0,0.7222222222222222,10.0,0.026954177897574125
80.0,404.0,4.616336633663367,203.0,4.0,12.0,0.0297029702970297,68.6,0.6790187542823211,0.0,51.0,0.12623762376237624,35.0,1.6666666666666667,6.0,0.2857142857142857,4.0,0.009900990099009901
81.0,352.0,4.264204545454546,138.0,4.0,2.0,0.005681818181818182,73.41,0.6737534399031561,0.0,28.0,0.07954545454545454,26.0,1.625,8.0,0.5,3.0,0.008522727272727272
82.0,267.0,4.955056179775281,127.0,4.0,7.0,0.026217228464419477,67.45,0.6136963479080166,0.0,42.0,0.15730337078651685,12.0,0.5217391304347826,13.0,0.5652173913043478,5.0,0.018726591760299626
83.0,194.0,4.38659793814433,109.0,3.0,7.0,0.03608247422680412,73.21,0.7358051725937187,0.0,26.0,0.13402061855670103,14.0,1.5555555555555556,6.0,0.6666666666666666,0.0,0.0
84.0,195.0,3.9743589743589745,78.0,1.0,3.0,0.015384615384615385,86.54,0.7802031719142904,0.0,22.0,0.11282051282051282,10.0,0.9090909090909091,4.0,0.36363636363636365,0.0,0.0
85.0,532.0,4.5056390977443606,189.0,11.0,8.0,0.015037593984962405,70.13,0.6165445885694363,0.0,56.0,0.10526315789473684,44.0,1.4193548387096775,9.0,0.2903225806451613,19.0,0.03571428571428571
86.0,404.0,5.034653465346534,197.0,7.0,9.0,0.022277227722772276,56.25,0.5878063491366472,0.0,46.0,0.11386138613861387,13.0,0.4642857142857143,4.0,0.14285714285714285,2.0,0.0049504950495049506
87.0,411.0,4.440389294403893,201.0,6.0,5.0,0.012165450121654502,76.82,0.7659694146501027,0.0,47.0,0.11435523114355231,31.0,0.7948717948717948,7.0,0.1794871794871795,5.0,0.012165450121654502
88.0,411.0,4.204379562043796,174.0,2.0,4.0,0.009732360097323601,74.42,0.6925644688061534,0.0,42.0,0.10218978102189781,23.0,1.2105263157894737,19.0,1.0,3.0,0.0072992700729927005
89.0,231.0,4.324675324675325,89.0,0.0,3.0,0.012987012987012988,88.74,0.763172586271645,1.0,34.0,0.1471861471861472,7.0,0.2413793103448276,3.0,0.10344827586206896,5.0,0.021645021645021644
90.0,218.0,4.426605504587156,107.0,2.0,1.0,0.0045871559633027525,62.21,0.6159870280878463,0.0,15.0,0.06880733944954129,20.0,2.2222222222222223,3.0,0.3333333333333333,1.0,0.0045871559633027525
91.0,227.0,4.488986784140969,107.0,5.0,4.0,0.01762114537444934,72.66,0.7738645633841263,0.0,23.0,0.1013215859030837,20.0,1.3333333333333333,3.0,0.2,1.0,0.004405286343612335
92.0,604.0,4.405629139072848,253.0,6.0,6.0,0.009933774834437087,75.4,0.5506976729561607,0.0,80.0,0.13245033112582782,37.0,0.7254901960784313,43.0,0.8431372549019608,3.0,0.004966887417218543
93.0,528.0,4.893939393939394,266.0,6.0,11.0,0.020833333333333332,55.07,0.6293228056958735,0.0,44.0,0.08333333333333333,27.0,1.2272727272727273,0.0,0.0,6.0,0.011363636363636364
94.0,308.0,4.279220779220779,136.0,6.0,2.0,0.006493506493506494,83.86,0.6593205985192596,1.0,27.0,0.08766233766233766,11.0,0.44,5.0,0.2,0.0,0.0
95.0,443.0,4.3047404063205414,206.0,10.0,6.0,0.013544018058690745,82.95,0.6772854023171795,0.0,48.0,0.10835214446952596,20.0,0.5555555555555556,32.0,0.8888888888888888,5.0,0.011286681715575621
96.0,220.0,4.577272727272727,126.0,3.0,1.0,0.004545454545454545,72.87,0.7198518551907642,0.0,26.0,0.11818181818181818,10.0,0.6666666666666666,4.0,0.26666666666666666,1.0,0.004545454545454545
97.0,283.0,4.69964664310954,169.0,3.0,10.0,0.0353356890459364,73.98,0.6513773290823819,0.0,40.0,0.1413427561837456,22.0,1.0476190476190477,9.0,0.42857142857142855,2.0,0.007067137809187279
98.0,406.0,4.613300492610837,213.0,5.0,10.0,0.024630541871921183,76.11,0.6527166788657519,0.0,46.0,0.11330049261083744,21.0,0.6176470588235294,4.0,0.11764705882352941,9.0,0.022167487684729065
99.0,342.0,4.359649122807017,192.0,7.0,6.0,0.017543859649122806,79.09,0.6865139323580887,0.0,33.0,0.09649122807017543,13.0,0.65,6.0,0.3,7.0,0.02046783625730994
100.0,218.0,4.1192660550458715,113.0,2.0,1.0,0.0045871559633027525,82.85,0.8173838094826719,0.0,28.0,0.12844036697247707,8.0,0.47058823529411764,17.0,1.0,3.0,0.013761467889908258
101.0,449.0,4.605790645879733,212.0,6.0,8.0,0.017817371937639197,75.91,0.60437912096727,0.0,58.0,0.1291759465478842,38.0,0.95,10.0,0.25,3.0,0.0066815144766146995
102.0,320.0,4.415625,127.0,7.0,0.0,0.0,75.5,0.579863674479194,0.0,28.0,0.0875,16.0,0.6153846153846154,0.0,0.0,3.0,0.009375
103.0,389.0,4.262210796915167,164.0,4.0,1.0,0.002570694087403599,65.86,0.6449088190927343,0.0,20.0,0.05141388174807198,16.0,0.8888888888888888,4.0,0.2222222222222222,5.0,0.012853470437017995
104.0,397.0,4.486146095717884,152.0,2.0,2.0,0.005037783375314861,68.91,0.5304117766495604,0.0,30.0,0.07556675062972293,28.0,1.3333333333333333,3.0,0.14285714285714285,1.0,0.0025188916876574307
105.0,532.0,4.169172932330827,199.0,9.0,2.0,0.0037593984962406013,80.62,0.6454101185996644,1.0,44.0,0.08270676691729323,36.0,1.0588235294117647,8.0,0.23529411764705882,8.0,0.015037593984962405
106.0,348.0,4.813218390804598,200.0,6.0,9.0,0.02586206896551724,67.15,0.6783825324667907,0.0,38.0,0.10919540229885058,22.0,0.7333333333333333,11.0,0.36666666666666664,2.0,0.005747126436781609
107.0,620.0,4.719354838709678,241.0,9.0,7.0,0.01129032258064516,67.45,0.569568971477133,0.0,66.0,0.1064516129032258,35.0,0.6730769230769231,15.0,0.28846153846153844,12.0,0.01935483870967742
108.0,365.0,4.252054794520548,176.0,1.0,8.0,0.021917808219178082,78.79,0.6483494436306162,0.0,43.0,0.1178082191780822,38.0,1.8095238095238095,8.0,0.38095238095238093,3.0,0.00821917808219178
109.0,338.0,4.171597633136095,127.0,6.0,1.0,0.0029585798816568047,82.04,0.612630396263472,1.0,28.0,0.08284023668639054,29.0,1.2083333333333333,5.0,0.20833333333333334,6.0,0.01775147928994083
110.0,225.0,4.386666666666667,116.0,3.0,2.0,0.008888888888888889,69.92,0.7266678837305001,0.0,24.0,0.10666666666666667,18.0,1.3846153846153846,6.0,0.46153846153846156,1.0,0.0044444444444444444
111.0,540.0,4.727777777777778,257.0,9.0,4.0,0.007407407407407408,64.3,0.6190093313541198,0.0,48.0,0.08888888888888889,36.0,1.0,10.0,0.2777777777777778,2.0,0.003703703703703704
112.0,393.0,4.519083969465649,209.0,10.0,5.0,0.01272264631043257,73.98,0.6502056614467243,1.0,47.0,0.11959287531806616,23.0,0.7931034482758621,20.0,0.6896551724137931,2.0,0.005089058524173028
113.0,323.0,4.492260061919505,157.0,7.0,8.0,0.02476780185758514,76.52,0.6885142328523177,0.0,47.0,0.14551083591331268,25.0,0.8928571428571429,3.0,0.10714285714285714,3.0,0.009287925696594427
114.0,403.0,4.610421836228288,178.0,8.0,6.0,0.01488833746898263,62.58,0.5748559209596846,0.0,36.0,0.08933002481389578,24.0,1.0,14.0,0.5833333333333334,0.0,0.0
115.0,479.0,4.008350730688935,193.0,4.0,4.0,0.008350730688935281,86.64,0.7043927140400383,0.0,61.0,0.12734864300626306,31.0,1.0689655172413792,42.0,1.4482758620689655,2.0,0.0041753653444676405
116.0,52.0,4.980769230769231,44.0,1.0,1.0,0.019230769230769232,57.98,0.5991695891864215,0.0,5.0,0.09615384615384616,3.0,0.75,1.0,0.25,0.0,0.0
117.0,315.0,4.371428571428571,137.0,6.0,0.0,0.0,83.76,0.6014789335470863,0.0,28.0,0.08888888888888889,17.0,0.68,5.0,0.2,1.0,0.0031746031746031746
118.0,428.0,4.852803738317757,212.0,11.0,3.0,0.007009345794392523,55.64,0.6338512926258277,0.0,36.0,0.08411214953271028,13.0,0.4642857142857143,11.0,0.39285714285714285,6.0,0.014018691588785047
119.0,477.0,4.1425576519916145,241.0,11.0,8.0,0.016771488469601678,83.25,0.6599308451829142,0.0,52.0,0.1090146750524109,19.0,0.5135135135135135,18.0,0.4864864864864865,8.0,0.016771488469601678
120.0,359.0,4.181058495821727,150.0,6.0,6.0,0.016713091922005572,78.69,0.6061196018401398,0.0,41.0,0.11420612813370473,29.0,1.45,33.0,1.65,3.0,0.008356545961002786
121.0,357.0,4.081232492997199,164.0,2.0,7.0,0.0196078431372549,74.93,0.7930726081616726,0.0,53.0,0.1484593837535014,20.0,1.1764705882352942,0.0,0.0,0.0,0.0
122.0,526.0,4.526615969581749,202.0,5.0,2.0,0.0038022813688212928,69.52,0.6400246630465011,0.0,34.0,0.06463878326996197,33.0,1.1379310344827587,2.0,0.06896551724137931,5.0,0.009505703422053232
123.0,406.0,4.448275862068965,181.0,8.0,4.0,0.009852216748768473,73.98,0.6487154707991653,0.0,34.0,0.08374384236453201,21.0,0.7241379310344828,8.0,0.27586206896551724,3.0,0.007389162561576354
124.0,258.0,4.0852713178294575,104.0,1.0,6.0,0.023255813953488372,66.0,0.7232809979497861,0.0,19.0,0.07364341085271318,30.0,3.3333333333333335,4.0,0.4444444444444444,3.0,0.011627906976744186
125.0,169.0,4.171597633136095,81.0,0.0,0.0,0.0,-89.24,0.816358273453347,0.0,11.0,0.0650887573964497,11.0,11.0,19.0,19.0,1.0,0.005917159763313609
126.0,273.0,4.395604395604396,138.0,0.0,7.0,0.02564102564102564,59.87,0.6440920853127649,0.0,35.0,0.1282051282051282,20.0,2.0,10.0,1.0,5.0,0.018315018315018316
127.0,396.0,4.515151515151516,172.0,7.0,0.0,0.0,71.24,0.5987804649971574,0.0,28.0,0.0707070707070707,23.0,1.0,11.0,0.4782608695652174,3.0,0.007575757575757576
128.0,400.0,4.515,199.0,8.0,4.0,0.01,74.59,0.5902990338003726,0.0,32.0,0.08,21.0,0.7,4.0,0.13333333333333333,5.0,0.0125
129.0,404.0,4.138613861386139,164.0,7.0,5.0,0.012376237623762377,79.7,0.6299920506399046,0.0,41.0,0.10148514851485149,31.0,1.24,16.0,0.64,4.0,0.009900990099009901
130.0,566.0,4.84982332155477,224.0,12.0,11.0,0.019434628975265017,56.15,0.5615091366510429,0.0,49.0,0.08657243816254417,22.0,0.5641025641025641,3.0,0.07692307692307693,7.0,0.012367491166077738
131.0,411.0,4.639902676399027,210.0,10.0,4.0,0.009732360097323601,70.53,0.590058124405124,0.0,29.0,0.0705596107055961,27.0,1.125,7.0,0.2916666666666667,7.0,0.0170316301703163
132.0,412.0,5.063106796116505,210.0,11.0,11.0,0.02669902912621359,53.41,0.6330089869236724,0.0,42.0,0.10194174757281553,22.0,0.88,19.0,0.76,3.0,0.007281553398058253
133.0,503.0,4.186878727634195,212.0,7.0,6.0,0.011928429423459244,85.08,0.6600705739478845,0.0,52.0,0.10337972166998012,40.0,0.9090909090909091,8.0,0.18181818181818182,4.0,0.007952286282306162
134.0,380.0,4.571052631578947,164.0,3.0,4.0,0.010526315789473684,71.44,0.6667707958683762,0.0,43.0,0.11315789473684211,15.0,0.625,31.0,1.2916666666666667,5.0,0.013157894736842105
