essay_id,nb_of_tokens,mean_char_p_words,diff_words,optimal_sentences,nb_of_spell_errors,spell_errors_p_token,flesch_score,cos_dist,style_errors,grammar_errors,grammar_errors_p_token,discourse_markers,discourse_markers_p_sentence
74.0,296.0,4.364864864864865,126.0,6.0,3.0,0.010135135135135136,85.89,0.6255293424200454,0.0,38.0,0.12837837837837837,21.0,0.7241379310344828
75.0,339.0,4.870206489675517,174.0,9.0,4.0,0.011799410029498525,63.09,0.649714692297273,0.0,30.0,0.08849557522123894,18.0,0.8571428571428571
76.0,294.0,4.7687074829931975,135.0,5.0,3.0,0.01020408163265306,63.8,0.6384112184172299,0.0,29.0,0.09863945578231292,12.0,0.631578947368421
77.0,522.0,4.597701149425287,216.0,9.0,4.0,0.007662835249042145,76.82,0.6127613039739253,0.0,65.0,0.12452107279693486,38.0,0.8085106382978723
78.0,412.0,4.478155339805825,152.0,6.0,6.0,0.014563106796116505,74.49,0.7098566363946853,0.0,71.0,0.17233009708737865,27.0,0.84375
79.0,371.0,4.277628032345014,152.0,4.0,1.0,0.0026954177897574125,75.34,0.5442959271667246,0.0,33.0,0.0889487870619946,32.0,1.7777777777777777
80.0,404.0,4.616336633663367,203.0,4.0,12.0,0.0297029702970297,68.6,0.6790187542823211,0.0,53.0,0.1311881188118812,35.0,1.6666666666666667
81.0,352.0,4.264204545454546,138.0,4.0,2.0,0.005681818181818182,73.41,0.6737534399031561,0.0,30.0,0.08522727272727272,26.0,1.625
82.0,267.0,4.955056179775281,127.0,4.0,7.0,0.026217228464419477,67.45,0.6136963479080166,0.0,43.0,0.16104868913857678,12.0,0.5217391304347826
83.0,194.0,4.38659793814433,109.0,3.0,7.0,0.03608247422680412,73.21,0.7358051725937187,0.0,28.0,0.14432989690721648,14.0,1.5555555555555556
84.0,195.0,3.9743589743589745,78.0,1.0,3.0,0.015384615384615385,86.54,0.7802031719142904,0.0,22.0,0.11282051282051282,10.0,0.9090909090909091
85.0,532.0,4.5056390977443606,189.0,11.0,8.0,0.015037593984962405,70.13,0.6165445885694363,0.0,58.0,0.10902255639097744,44.0,1.4193548387096775
86.0,404.0,5.034653465346534,197.0,7.0,9.0,0.022277227722772276,56.25,0.5878063491366472,0.0,48.0,0.1188118811881188,13.0,0.4642857142857143
87.0,411.0,4.440389294403893,201.0,6.0,5.0,0.012165450121654502,76.82,0.7659694146501027,0.0,48.0,0.11678832116788321,31.0,0.7948717948717948
88.0,411.0,4.201946472019465,174.0,2.0,4.0,0.009732360097323601,74.42,0.6925644688061534,0.0,45.0,0.10948905109489052,23.0,1.2105263157894737
89.0,231.0,4.324675324675325,89.0,0.0,3.0,0.012987012987012988,88.74,0.763172586271645,1.0,36.0,0.15584415584415584,7.0,0.2413793103448276
90.0,218.0,4.426605504587156,107.0,2.0,1.0,0.0045871559633027525,62.21,0.6159870280878463,0.0,17.0,0.0779816513761468,20.0,2.2222222222222223
91.0,227.0,4.488986784140969,107.0,5.0,4.0,0.01762114537444934,72.66,0.7738645633841263,0.0,25.0,0.11013215859030837,20.0,1.3333333333333333
92.0,604.0,4.405629139072848,253.0,6.0,6.0,0.009933774834437087,75.4,0.5506976729561607,0.0,82.0,0.1357615894039735,37.0,0.7254901960784313
93.0,528.0,4.893939393939394,266.0,6.0,11.0,0.020833333333333332,55.07,0.6293228056958735,0.0,46.0,0.08712121212121213,27.0,1.2272727272727273
94.0,308.0,4.279220779220779,136.0,6.0,2.0,0.006493506493506494,83.86,0.6593205985192596,1.0,29.0,0.09415584415584416,11.0,0.44
95.0,443.0,4.3047404063205414,206.0,10.0,6.0,0.013544018058690745,82.95,0.6772854023171795,0.0,50.0,0.11286681715575621,21.0,0.5833333333333334
96.0,220.0,4.577272727272727,126.0,3.0,1.0,0.004545454545454545,72.87,0.7198518551907642,0.0,28.0,0.12727272727272726,10.0,0.6666666666666666
97.0,283.0,4.69964664310954,169.0,3.0,10.0,0.0353356890459364,73.98,0.6513773290823819,0.0,42.0,0.14840989399293286,22.0,1.0476190476190477
98.0,406.0,4.613300492610837,213.0,5.0,10.0,0.024630541871921183,76.11,0.6527166788657519,0.0,48.0,0.11822660098522167,21.0,0.6176470588235294
99.0,342.0,4.359649122807017,192.0,7.0,6.0,0.017543859649122806,79.09,0.6865139323580887,0.0,35.0,0.1023391812865497,13.0,0.65
100.0,218.0,4.1192660550458715,113.0,2.0,1.0,0.0045871559633027525,82.85,0.8173838094826719,0.0,30.0,0.13761467889908258,8.0,0.47058823529411764
101.0,449.0,4.605790645879733,212.0,6.0,8.0,0.017817371937639197,75.91,0.60437912096727,0.0,60.0,0.133630289532294,38.0,0.95
102.0,320.0,4.415625,127.0,7.0,0.0,0.0,75.5,0.579863674479194,0.0,30.0,0.09375,16.0,0.6153846153846154
103.0,389.0,4.262210796915167,164.0,4.0,1.0,0.002570694087403599,65.86,0.6449088190927343,0.0,22.0,0.056555269922879174,16.0,0.8888888888888888
104.0,397.0,4.486146095717884,152.0,2.0,2.0,0.005037783375314861,68.91,0.5304117766495604,0.0,32.0,0.08060453400503778,28.0,1.3333333333333333
105.0,532.0,4.169172932330827,199.0,9.0,2.0,0.0037593984962406013,80.62,0.6454101185996644,1.0,46.0,0.08646616541353383,36.0,1.0588235294117647
106.0,348.0,4.813218390804598,200.0,6.0,9.0,0.02586206896551724,67.15,0.6783825324667907,0.0,40.0,0.11494252873563218,22.0,0.7333333333333333
107.0,620.0,4.719354838709678,241.0,9.0,7.0,0.01129032258064516,67.45,0.569568971477133,0.0,68.0,0.10967741935483871,35.0,0.6730769230769231
108.0,365.0,4.252054794520548,176.0,1.0,8.0,0.021917808219178082,78.79,0.6483494436306162,0.0,45.0,0.1232876712328767,38.0,1.8095238095238095
109.0,338.0,4.171597633136095,127.0,6.0,1.0,0.0029585798816568047,82.04,0.612630396263472,1.0,30.0,0.08875739644970414,29.0,1.2083333333333333
110.0,225.0,4.386666666666667,116.0,3.0,2.0,0.008888888888888889,69.92,0.7266678837305001,0.0,25.0,0.1111111111111111,18.0,1.3846153846153846
111.0,540.0,4.727777777777778,257.0,9.0,4.0,0.007407407407407408,64.3,0.6190093313541198,0.0,50.0,0.09259259259259259,36.0,1.0
112.0,393.0,4.519083969465649,209.0,10.0,5.0,0.01272264631043257,73.98,0.6502056614467243,1.0,49.0,0.12468193384223919,23.0,0.7931034482758621
113.0,323.0,4.492260061919505,157.0,7.0,8.0,0.02476780185758514,76.52,0.6885142328523177,0.0,49.0,0.15170278637770898,25.0,0.8928571428571429
114.0,403.0,4.610421836228288,178.0,8.0,6.0,0.01488833746898263,62.58,0.5748559209596846,0.0,38.0,0.09429280397022333,24.0,1.0
115.0,479.0,4.008350730688935,193.0,4.0,4.0,0.008350730688935281,86.64,0.7043927140400383,0.0,63.0,0.1315240083507307,31.0,1.0689655172413792
116.0,52.0,4.980769230769231,44.0,1.0,1.0,0.019230769230769232,57.98,0.5991695891864215,0.0,7.0,0.1346153846153846,3.0,0.75
117.0,315.0,4.371428571428571,137.0,6.0,0.0,0.0,83.76,0.6014789335470863,0.0,30.0,0.09523809523809523,17.0,0.68
118.0,428.0,4.852803738317757,212.0,11.0,3.0,0.007009345794392523,55.64,0.6338512926258277,0.0,37.0,0.08644859813084112,13.0,0.4642857142857143
119.0,477.0,4.1425576519916145,241.0,11.0,8.0,0.016771488469601678,83.25,0.6599308451829142,0.0,54.0,0.11320754716981132,19.0,0.5135135135135135
120.0,359.0,4.181058495821727,150.0,6.0,6.0,0.016713091922005572,78.69,0.6061196018401398,0.0,43.0,0.11977715877437325,29.0,1.45
121.0,357.0,4.081232492997199,164.0,2.0,7.0,0.0196078431372549,74.93,0.7930726081616726,0.0,55.0,0.15406162464985995,20.0,1.1764705882352942
122.0,526.0,4.526615969581749,202.0,5.0,2.0,0.0038022813688212928,69.52,0.6400246630465011,0.0,36.0,0.06844106463878327,33.0,1.1379310344827587
123.0,406.0,4.448275862068965,181.0,8.0,4.0,0.009852216748768473,73.98,0.6487154707991653,0.0,36.0,0.08866995073891626,21.0,0.7241379310344828
124.0,258.0,4.0852713178294575,104.0,1.0,6.0,0.023255813953488372,66.0,0.7232809979497861,0.0,21.0,0.08139534883720931,30.0,3.3333333333333335
125.0,169.0,4.165680473372781,81.0,0.0,0.0,0.0,-89.24,0.816358273453347,0.0,10.0,0.05917159763313609,11.0,11.0
126.0,273.0,4.395604395604396,138.0,0.0,7.0,0.02564102564102564,59.87,0.6440920853127649,0.0,37.0,0.13553113553113552,20.0,2.0
127.0,396.0,4.515151515151516,172.0,7.0,0.0,0.0,71.24,0.5987804649971574,0.0,30.0,0.07575757575757576,23.0,1.0
128.0,400.0,4.515,199.0,8.0,4.0,0.01,74.59,0.5902990338003726,0.0,34.0,0.085,21.0,0.7
129.0,404.0,4.138613861386139,164.0,7.0,5.0,0.012376237623762377,79.7,0.6299920506399046,0.0,43.0,0.10643564356435643,31.0,1.24
130.0,566.0,4.84982332155477,224.0,12.0,11.0,0.019434628975265017,56.15,0.5615091366510429,0.0,51.0,0.09010600706713781,22.0,0.5641025641025641
131.0,411.0,4.639902676399027,210.0,10.0,4.0,0.009732360097323601,70.53,0.590058124405124,0.0,31.0,0.07542579075425791,27.0,1.125
132.0,412.0,5.063106796116505,210.0,11.0,11.0,0.02669902912621359,53.41,0.6330089869236724,0.0,44.0,0.10679611650485436,22.0,0.88
133.0,503.0,4.186878727634195,212.0,7.0,6.0,0.011928429423459244,85.08,0.6600705739478845,0.0,54.0,0.1073558648111332,40.0,0.9090909090909091
134.0,380.0,4.571052631578947,164.0,3.0,4.0,0.010526315789473684,71.44,0.6667707958683762,0.0,45.0,0.11842105263157894,15.0,0.625
135.0,258.0,4.457364341085271,133.0,4.0,5.0,0.01937984496124031,64.24,0.6785915255182801,0.0,28.0,0.10852713178294573,10.0,0.9090909090909091
136.0,532.0,4.18984962406015,244.0,8.0,3.0,0.005639097744360902,83.25,0.6730306818400792,0.0,74.0,0.13909774436090225,40.0,0.975609756097561
137.0,236.0,4.326271186440678,117.0,1.0,4.0,0.01694915254237288,65.9,0.6673916791268737,0.0,17.0,0.07203389830508475,9.0,1.125
138.0,400.0,4.67,190.0,5.0,5.0,0.0125,71.24,0.5268737773795308,0.0,44.0,0.11,27.0,1.125
139.0,174.0,4.241379310344827,89.0,3.0,0.0,0.0,81.33,0.6957608107246442,0.0,24.0,0.13793103448275862,14.0,1.1666666666666667
140.0,360.0,4.513888888888889,167.0,6.0,5.0,0.013888888888888888,76.22,0.6449187567877781,0.0,40.0,0.1111111111111111,20.0,0.6666666666666666
141.0,558.0,4.456989247311828,248.0,12.0,8.0,0.014336917562724014,70.53,0.5376902250907225,0.0,57.0,0.10215053763440861,30.0,0.9090909090909091
142.0,374.0,4.922459893048129,176.0,5.0,5.0,0.013368983957219251,55.84,0.5976395606858824,0.0,40.0,0.10695187165775401,30.0,1.25
143.0,285.0,4.291228070175438,142.0,7.0,3.0,0.010526315789473684,80.51,0.6458329061565224,0.0,49.0,0.17192982456140352,17.0,0.8947368421052632
144.0,428.0,4.292056074766355,166.0,6.0,7.0,0.016355140186915886,73.88,0.6463284493602204,0.0,50.0,0.11682242990654206,32.0,1.032258064516129
145.0,352.0,5.2585227272727275,183.0,7.0,15.0,0.04261363636363636,56.15,0.6346783094664694,0.0,48.0,0.13636363636363635,22.0,0.9166666666666666
146.0,178.0,4.286516853932584,101.0,0.0,4.0,0.02247191011235955,42.69,0.6435472641624231,0.0,27.0,0.15168539325842698,6.0,2.0
147.0,581.0,4.70223752151463,284.0,13.0,4.0,0.0068846815834767644,72.87,0.6480635339583987,0.0,56.0,0.0963855421686747,29.0,0.7435897435897436
148.0,296.0,4.408783783783784,137.0,6.0,6.0,0.02027027027027027,71.04,0.6930629410097939,0.0,33.0,0.11148648648648649,35.0,2.0588235294117645
149.0,421.0,4.363420427553444,138.0,6.0,6.0,0.014251781472684086,66.17,0.46390849361627606,5.0,53.0,0.12589073634204276,18.0,0.9
150.0,299.0,4.294314381270903,140.0,6.0,5.0,0.016722408026755852,83.96,0.7520955359538686,0.0,30.0,0.10033444816053512,14.0,0.5833333333333334
151.0,235.0,4.246808510638298,126.0,1.0,5.0,0.02127659574468085,61.33,0.5901576703958611,0.0,24.0,0.10212765957446808,20.0,2.857142857142857
152.0,166.0,5.0120481927710845,72.0,4.0,0.0,0.0,64.1,0.5953421547608748,0.0,16.0,0.0963855421686747,8.0,0.7272727272727273
153.0,479.0,4.296450939457203,162.0,7.0,0.0,0.0,79.3,0.5872688284447278,1.0,39.0,0.081419624217119,35.0,1.25
154.0,414.0,4.6521739130434785,196.0,8.0,4.0,0.00966183574879227,75.2,0.6776341709249767,0.0,44.0,0.10628019323671498,37.0,1.121212121212121
155.0,421.0,4.600950118764845,191.0,10.0,4.0,0.009501187648456057,72.46,0.6234590319868124,0.0,50.0,0.1187648456057007,17.0,0.6071428571428571
156.0,320.0,4.253125,157.0,5.0,5.0,0.015625,84.57,0.6879728012526596,0.0,44.0,0.1375,24.0,0.8275862068965517
157.0,437.0,4.604118993135011,217.0,5.0,7.0,0.016018306636155607,72.66,0.6773886495566919,0.0,58.0,0.13272311212814644,27.0,0.9310344827586207
158.0,345.0,4.933333333333334,177.0,6.0,8.0,0.02318840579710145,66.23,0.6036791337978624,0.0,51.0,0.14782608695652175,17.0,0.6538461538461539
159.0,460.0,4.5804347826086955,211.0,3.0,9.0,0.01956521739130435,75.2,0.6365962023194993,0.0,55.0,0.11956521739130435,23.0,0.6216216216216216
160.0,281.0,4.330960854092527,113.0,7.0,1.0,0.0035587188612099642,74.59,0.6353422576307138,0.0,30.0,0.10676156583629894,19.0,0.9047619047619048
161.0,411.0,4.481751824817518,147.0,6.0,2.0,0.004866180048661801,74.19,0.6047095746357748,0.0,32.0,0.07785888077858881,24.0,0.8
162.0,525.0,4.655238095238095,245.0,10.0,9.0,0.017142857142857144,61.77,0.5843130158280487,0.0,49.0,0.09333333333333334,24.0,0.8275862068965517
163.0,230.0,4.878260869565217,138.0,4.0,9.0,0.0391304347826087,69.18,0.6246221491288506,0.0,48.0,0.20869565217391303,15.0,0.6818181818181818
164.0,239.0,4.937238493723849,121.0,4.0,2.0,0.008368200836820083,52.12,0.4857284698391844,0.0,18.0,0.07531380753138076,23.0,2.5555555555555554
165.0,368.0,4.657608695652174,199.0,9.0,14.0,0.03804347826086957,75.71,0.6508868612479792,0.0,64.0,0.17391304347826086,15.0,0.5
166.0,532.0,4.595864661654136,264.0,11.0,6.0,0.011278195488721804,71.65,0.5676714349542684,0.0,47.0,0.08834586466165413,34.0,1.0303030303030303
167.0,317.0,4.176656151419558,154.0,3.0,4.0,0.012618296529968454,77.87,0.5926460087707162,0.0,45.0,0.14195583596214512,29.0,1.45
168.0,442.0,4.764705882352941,189.0,2.0,8.0,0.01809954751131222,51.62,0.5589103796845496,1.0,34.0,0.07692307692307693,25.0,1.5625
169.0,145.0,5.186206896551724,99.0,2.0,2.0,0.013793103448275862,56.15,0.6813226427001264,0.0,20.0,0.13793103448275862,4.0,0.4
170.0,324.0,4.3765432098765435,149.0,8.0,3.0,0.009259259259259259,80.62,0.5594455356832063,0.0,35.0,0.10802469135802469,17.0,0.8095238095238095
171.0,315.0,4.076190476190476,111.0,0.0,2.0,0.006349206349206349,31.29,0.6459592801630785,0.0,16.0,0.050793650793650794,27.0,5.4
172.0,251.0,4.270916334661354,124.0,0.0,1.0,0.00398406374501992,53.41,0.6380825751148462,0.0,13.0,0.05179282868525897,21.0,3.5
173.0,247.0,4.449392712550607,128.0,2.0,6.0,0.024291497975708502,75.24,0.7244783925731431,0.0,34.0,0.13765182186234817,28.0,2.3333333333333335
174.0,330.0,4.403030303030303,188.0,4.0,19.0,0.05757575757575758,82.65,0.6893506370249342,0.0,84.0,0.2545454545454545,24.0,0.96
175.0,325.0,4.587692307692308,172.0,6.0,5.0,0.015384615384615385,72.36,0.6465563145954252,0.0,28.0,0.08615384615384615,16.0,0.8
176.0,372.0,4.526881720430108,194.0,3.0,5.0,0.013440860215053764,70.63,0.6192432641509142,0.0,37.0,0.09946236559139784,11.0,0.55
177.0,305.0,4.019672131147541,158.0,5.0,5.0,0.01639344262295082,82.34,0.706569193621185,0.0,34.0,0.11147540983606558,20.0,0.8695652173913043
